timestamp,value
2025-01-01T12:20:00, 5.501
01/01/2025 12:20:05,5
2025-01-01T12:20:10,5
2025-01-01T12:20:15.123, 5.519 
2025-01-01T12:20:20,8.654 
2025-01-01T12:20:25, 5.228
01/01/2025 12:20:30, 5
2025-01-01T12:20:35,5
01/01/2025 12:20:40, 5
2025-01-01T12:20:45,4.839
2025-01-01T12:20:50,4.765
2025-01-01T12:20:55,none
2025-01-01T12:21:00,error
2025-01-01T12:21:05,4
2025-01-01T12:21:10,4
2025-01-01T12:21:15.123, 4
01/01/2025 12:21:20,4
2025-01-01T12:21:25,??
2025-01-01T12:21:30.123, 4
2025-01-01T12:21:35,4
2025-01-01T12:21:40.123,4
01/01/2025 12:21:45,4
01/01/2025 12:21:50,4.602 
2025-01-01T12:21:55.123,NULL
2025-01-01T12:22:00.123,2
2025-01-01T12:22:05,4.810
2025-01-01T12:22:10,4.734
2025-01-01T12:22:15, 4
2025-01-01T12:22:20, 4.920 
2025-01-01T12:22:25.123,5
2025-01-01T12:22:30,5.211 
2025-01-01T12:22:35,
2025-01-01T12:22:40,5
01/01/2025 12:22:45,NULL
2025-01-01T12:22:50,5.469 
2025-01-01T12:22:55,5.459
2025-01-01T12:23:00,5.610
2025-01-01T12:23:05, 5.504 
2025-01-01T12:23:10, 5
2025-01-01T12:23:15,5.592 
2025-01-01T12:23:20.123,5.542 
01/01/2025 12:23:25,5.525 
2025-01-01T12:23:30,5
2025-01-01T12:23:35.123,5.345 
2025-01-01T12:23:40, 5
2025-01-01T12:23:45, 5.266 
01/01/2025 12:23:50, 5.130 
2025-01-01T12:23:55.123, 5
